#ID,"Item Description",Condition,Sport,Category,CSKU,Quantity,Price,Total
86020231,"2015 Topps Opening Day Blue Foil #10 Pat Neshek","NEAR MINT/MINT",Baseball,"Cards - Sports",,1,$1.00,$1.00
